,Account Name,Tweet Date,Tweet ID,Text,Favorite Count,Retweet Count,Language,Account Created Date,Followers Count,Account Location,Compound,Positive,Negative,Neutral
0,BithumbOfficial,Fri Mar 16 08:18:41 +0000 2018,974560572451598336,"Your 30 seconds of survey will make us better exhange with better service. 🤝
Take part in with clicking below ⬇️
https://t.co/j5oK2N6NmW",492,149,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.7003,0.234,0.0,0.766
1,BithumbOfficial,Thu Mar 15 09:31:01 +0000 2018,974216387672473600,"@ndicrisc ※CAUTION※
This is not an official Bithumb's posting and this giveaway promotion is irrelevant to our event at all.",1,0,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
2,BithumbOfficial,Thu Mar 15 09:24:08 +0000 2018,974214656796446720,Now we have over 100K followers in Twitter! 🎊,195,17,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
3,BithumbOfficial,Thu Mar 15 05:05:26 +0000 2018,974149550087618562,"Visit Bithumb Korea Twitter page now and explore our contents!

▶ https://t.co/h0oABRRGBe",58,9,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
4,BithumbOfficial,Tue Mar 13 01:52:28 +0000 2018,973376212620926976,"Bithumb has the largest customer center in Korea, 
with more than 400 professional staff members!
Available 24 hour… https://t.co/iPLqUM2jia",189,37,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
5,BithumbOfficial,Mon Mar 12 01:09:42 +0000 2018,973003062544449536,"The largest customer service center in Korea! 
Look around Bithumb's CS center.

You are eligible for our 24hours 3… https://t.co/1dyDhMlSF2",99,21,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
6,BithumbOfficial,Fri Mar 09 05:19:09 +0000 2018,971978676060352512,"@lniculaescu @CryptoOfKorea We don't inform even our employees of the listing of ICX, IOTA, and any new cryptocurre… https://t.co/nK9ZBVgniL",4,0,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
7,BithumbOfficial,Fri Mar 09 05:11:22 +0000 2018,971976717500690432,"@Dharris90845296 @CryptoOfKorea Foreigners can deposit and withdraw in cryptocurrencies and ""at the moment"", withdr… https://t.co/iJ7LFXX2aa",3,0,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
8,BithumbOfficial,Fri Mar 09 02:11:25 +0000 2018,971931431134838785,"Look up ""Cryptocurrency"" and ""ICO"" 
in the time-honored Merriam Webster dictionary📗🔎
@MerriamWebster https://t.co/NgUbGC3V2z",68,25,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
9,BithumbOfficial,Thu Mar 08 08:45:31 +0000 2018,971668222020788224,"@dnd6469 Nope, this is an official twitter account and be careful of fake accounts.",1,0,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",-0.3612,0.096,0.186,0.719
10,BithumbOfficial,Thu Mar 08 07:38:09 +0000 2018,971651270497861632,"We are currently available in 6 languages on Bithumb.
-한국어🇰🇷
-English 🇺🇸
-日本語 🇯🇵
-中文 🇨🇳
-Español 🇪🇸
-हिंदी🇮🇳",212,28,und,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
11,BithumbOfficial,Wed Mar 07 08:57:55 +0000 2018,971308953748541441,"Change of the ask price on 12 coins listed on Bithumb

▶ https://t.co/hPWlrXe3zg",43,11,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
12,BithumbOfficial,Wed Mar 07 08:52:11 +0000 2018,971307513403633664,"Notice for Hardfork &amp; Airdrop Snapshot

▶ https://t.co/3qEmMvg9O0",100,20,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
13,BithumbOfficial,Tue Mar 06 06:13:53 +0000 2018,970905288357244928,"Alert📢
Beware of fake accounts on Twitter.
@officialBithubm @pakuseruzaiki
Any of the postings they uploaded are not related to us.",53,14,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",-0.4767,0.0,0.14,0.86
14,BithumbOfficial,Mon Mar 05 05:58:58 +0000 2018,970539144920182790,"@Verge_India We don't inform even our employees of the listing of IOTA, XVG, and any new cryptocurrencies. We are n… https://t.co/Kf0urJii8c",1,1,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
15,BithumbOfficial,Mon Mar 05 05:53:00 +0000 2018,970537643367809024,"Join now and get $3 Sign up credit!

▶ https://t.co/Ve7hCM8lJ3",64,6,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.6239,0.421,0.0,0.579
16,BithumbOfficial,Mon Mar 05 05:52:41 +0000 2018,970537565538344960,"Announcement of reduced BCH withdrawal fee.

▶ https://t.co/hEWUySCohK",36,5,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0258,0.155,0.0,0.845
17,BithumbOfficial,Mon Mar 05 05:52:27 +0000 2018,970537506344075266,"We just opened withdrawal service for BTG.

▶ https://t.co/hEWUySCohK",38,5,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0258,0.136,0.0,0.864
18,BithumbOfficial,Wed Feb 28 08:52:06 +0000 2018,968770775002984448,@stevechatter @BithumbExchange Thanks for letting people know about our official account. :),1,0,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.7096,0.371,0.0,0.629
19,BithumbOfficial,Wed Feb 28 08:50:53 +0000 2018,968770468290400259,"@Crypt1997 @BithumbExchange This is not an official Bithumb account. 
Please follow this official Bithumb account below.
@BithumbOfficial",0,0,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.3182,0.126,0.0,0.874
20,BithumbOfficial,Fri Mar 16 08:18:41 +0000 2018,974560572451598336,"Your 30 seconds of survey will make us better exhange with better service. 🤝
Take part in with clicking below ⬇️
https://t.co/j5oK2N6NmW",492,149,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.7003,0.234,0.0,0.766
21,BithumbOfficial,Thu Mar 15 09:31:01 +0000 2018,974216387672473600,"@ndicrisc ※CAUTION※
This is not an official Bithumb's posting and this giveaway promotion is irrelevant to our event at all.",1,0,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
22,BithumbOfficial,Thu Mar 15 09:24:08 +0000 2018,974214656796446720,Now we have over 100K followers in Twitter! 🎊,195,17,en,Fri Sep 15 01:04:11 +0000 2017,112315,"Seoul, Republic of Korea",0.0,0.0,0.0,1.0
